# H系 長パルス 送信種データ No.1
# NLFM 32u 1.63M@58.75(21.25MHz)
# パルス幅32us用
# T=38(40); B=1.63; r=5.5/T*2;
# 送信種データ(I),送信種データ(Q)
32862	,	0
65369	,	36063
26303	,	64891
1429	,	23195
45358	,	2515
61645	,	48255
14531	,	59992
7457	,	11955
55956	,	9615
53540	,	58110
5514	,	50960
17330	,	3864
63044	,	20234
42275	,	64126
629	,	39158
29556	,	157
65535	,	32768
29556	,	65378
629	,	26374
42282	,	1411
63040	,	45311
17315	,	61663
5528	,	14554
53567	,	7447
55924	,	55952
7422	,	53536
14589	,	5504
61684	,	17355
45265	,	63059
1395	,	42227
26437	,	617
65385	,	29629
32684	,	65535
167	,	29461
39265	,	650
64090	,	42394
20105	,	62990
3938	,	17192
51106	,	5612
57985	,	53691
9461	,	55801
12142	,	7305
60138	,	14752
47998	,	61781
2394	,	45063
23527	,	1329
64964	,	26673
35656	,	65408
1	,	32421
36346	,	195
64827	,	39544
22859	,	64001
2665	,	19823
48623	,	4091
59737	,	51378
11583	,	57766
9985	,	9215
58457	,	12425
50470	,	60342
3577	,	47656
20840	,	2247
64318	,	23919
38450	,	65039
92	,	35228
33555	,	9
65287	,	36795
25538	,	64728
1680	,	22407
46157	,	2860
61200	,	49056
13740	,	59445
8108	,	11189
56686	,	10370
52682	,	58790
4898	,	50002
18385	,	3325
63493	,	21378
41050	,	64472
398	,	37860
30916	,	52
65505	,	34175
28113	,	65203
955	,	24912
43747	,	1894
62397	,	46762
15895	,	60858
6495	,	13184
54868	,	8574
54641	,	57166
6313	,	52104
16162	,	4519
62529	,	19057
43445	,	63747
878	,	40305
28446	,	286
65518	,	31705
30560	,	65461
457	,	27311
41420	,	1162
63352	,	44530
18012	,	62025
5128	,	15166
53041	,	7024
56358	,	55510
7783	,	53969
14168	,	5790
61468	,	16956
45631	,	62905
1495	,	42555
26156	,	673
65362	,	29399
32859	,	65535
155	,	29581
39202	,	637
64092	,	42385
20062	,	62972
3987	,	17102
51237	,	5701
57848	,	53856
9273	,	55609
12396	,	7102
60346	,	15071
47610	,	61981
2213	,	44605
24054	,	1179
65071	,	27267
34999	,	65459
17	,	31706
37112	,	289
64646	,	40351
22021	,	63723
3048	,	18965
49486	,	4585
59127	,	52234
10750	,	57037
10835	,	8422
59195	,	13395
49384	,	61010
2996	,	46458
22142	,	1770
64677	,	25316
